Categorie;Email
Openbare Ruimte;In januari heb ik op de Westerstraat op de maandag markt gestaan. <br />Inmiddels ben ik uitgeschreven en heb ik geen marktpas meer. Maar deze bewuste maandag ochtend in januari stond ik wel op de markt als Standwerker. <br />Ik ben in bezit van eigen tafels en parasol ik heb dus alleen een grond plek nodig van 1 meter. Nou heb ik een factuur ontvangen dat ik elektra moet betalen. alleen heb ik nooit elaktra ontvangen <wbr />/ gebruik van gemaakt dus wil ik deze factuur ook niet betalenDe factuur intrekken omdat ik niet ga betalen voor iets waar ik geen gebruik van heb gemaakt.
Openbare Ruimte;Woensdag zijn voor onze panden de krakers uit de tabakspanden gehaald. Daarbij is veel schade aan de straat ontstaan. Vandaag 27-03-2015 gingen schoonmakers van de gemeente Amsterdam de straat met een hoge drukreiniger schoonmaken. De straat voor ons pand was inderdaad vies, echter was ons pand nog geheel schoon. Door de druk van de hoge drukreiniger is al het vuil tegen de gevel, schilderwerk en ramen van onze panden terrecht gekomen.Het gemaakte vuil aan de gevel, ramen en schilderwerk gaat schoonmaken.
Belasting, Werk en Inkomen;bestuurder van het personenbusje van connexxion<wbr />/gemeente amsterdam met kenteken 71-XP-LS parkeert dit busje regelmatig langs de weg op een zebrapad nabij de school aan de Burgemeester Fockstraat (nabij de mcaddikstraat). Klager heeft mevrouw hierover al een persoonlijk aangesproken dat zij dit niet moet doen (is gevaarlijk en het is verboden). mevrouw blijft dit echter consequent wel doen.Mevrouw instrueren dat zij het busje nimmer mag parkeren of stilzetten langs de kant op een zebrapad. Zonodig mevrouw bekeuren als zij dit in de toekomst weer doet.
Parkeren;Mijn klacht betreft de afhandeling van een vraag aan Roel Plugge van de Directie Schoon en Heel.Mijn klacht is dus tweeledig: ten eerste het uitermate hinderlijke lawaai van de basketbalpalen dat er eerst niet was en dat, nu het weer mooier weer wordt, dagelijks (soms uren achtereen) te horen is
Parkeren;Overige bewoners hebben brief gehad over het plaatsen van een camera i.s.m. Rochdale. Dit is een camera voor in de woning dat de bewoonster kan zien wie er voor de deur staat. In het kader van veiligheid is dit gedaan. Echter mevrouw heeft geen brief gekregen en ook geen camera. Alle bewoners boven de 65 hebben deze brief gekregen en de camera's zijn geinstalleerd. Echter mevrouw is bijna 75 en heeft geen brief gekregen en geen camera.Mevrouw wenst ook dat er een camera geplaatst wordt en misschien alsnog een brief kan krijgen? Zeker de camera in het kader van de veiligheid.
Openbare Ruimte;Zondag ben ik met mijn gezin via de ndsm pont naar de het centrum gegaan.<br />Op de terugweg werd ons verteld dat er geen fietsen mee mochten ivm een festival. De pont vertrok half leeg!<br />De klacht is als volgt: 1.waarom wordt dit nergens gecommuniceerd, bijvoorbeeld met een aanplak biljet bij de vertrek halt, let op! terugweg geen fietsen. Dat geeft mij de keus om wel of niet te gaan.<br />2. Het gevolg was dat ik met mijn kinderen via het buisloterveer moet en dus 20 minuten moet omfietsen. Voor mij geen probleem, maar voor een meisje van 8 en een jongen van 5 wel zult u begrijpen.<br />3. Het is een grove schande dat bewoners van Amsterdam(noord) moeten wijken voor een commercieel festival waaraan grof wordt verdient door organisatie, GVB en gemeente. Ik betaal als inwoner van Amsterdam mee aan de pontveren, laat het festival zijn eigen vervoer regelen en betalen.<br /><br />Groeten, Jan Leeuwangh<br />De klacht serieus nemen en maatregelen treffen
Openbare Ruimte;Bestuurder van auto van gemeente Amsterdam heeft ongeluk veroorzaakt.  Gaat plotseling naar rechts, veroorzaakt daarmee aanrijding tussen auto's achter hem.  Bestuurder rijdt gewoon door, heeft aanrijding misschien niet eens opgemekt.<br />Aanrijding is ook doorgegeven aan de politie. <br />NB: bestuurder zat te bellen, NIET handsfree !   En bestuurder kwam van A5, reed daar 140 km per uur waar 100 is toegestaan.bestuurder aanspreken !<br />en carkits inbouwen in bedrijfsauto's
Basisinformatie;Ik heb 6 april 2015 bezwaar ingediend via bezwaarenberoep@amsterdam.nl en gevraagd de ontvangst daarvan zo spoedig mogelijk per e-mail te bevestigen. Tot op heden heb ik geen ontvangstbevestiging mogen ontvangen, terwijl de bezwaarindientermijn as. vrijdag verloopt. Bij deze dien ik daarom via deze weg bezwaar in, zodat u de tijdige ontvangst ervan niet kunt ontkennen.Graag opheldering waarom niet gereageerd is op mijn email van 6 april 2015.
Openbare Ruimte;ik vindt het jammer dat elke keer een festival gevierd moet worden in een park waar geen toegaan is voor meerdere mesen en dan kan er totaal geen mens meer door het gaat hier om appelsap festivalDat  ze naar een ander lokatie gaan namelijk waar ze zijn begonnen het westgasterrein is hier perfect voor want dan kan iedereen een leuke tijd hebben en blijven het natuur behouden
Openbare Ruimte;Klacht betreft signalering fietstunnel Rijksmuseum (museumstraat). Wij verhuren scooters aan klanten en aan toeristen en krijgen, ondanks waarschuwingen aan onze klanten, zeer veel boetes binnen voor het rijden in de Museumstraat op een scooter. Wij erkennen dat het in het belang is voor de veiligheid dat scooterrijders de passage niet mogen gebruiken, maar een duidelijke signalering ontbreekt, met name voor de buitenlandse toeristen. Een verbodsbord voor scooters zou in onze ogen beter werken. Nu wordt er weliswaar veel beboet, maar gaan de beschikkingen echter hun doel voorbij, namelijk het verbeteren van de verkeersveiligheid rondom het museum. Tenzij natuurlijk het doel het spekken van de staatskas is, want bij een boete van 102,- euro gaat dat lekker rap. <br />De signalering is echt onvoldoende. Een geel bord met tekst is al rijdende niet herkenbaar en al helemaal niet wanneer je niet Nederlandstalig bent. Ik verzoek u vriendelijk de situatie te evalueren.Wij willen dat de gemeente de verkeerssituatie rondom het Rijksmuseum opnieuw onder de loep neemt. Er moet een duidelijker verbodsbord komen voor de scooterrijder, een bord dat internationaal herkenbaar is en niet een bord met tekst.
Basisinformatie;Er is een vergunning aan gevraagd door een horeca ondernemer voor het pand aan de F Bol straat 58GEEN HORECA meer is dit stads deel ,het is genoeg er is al te veel .
Openbare Ruimte;De heer Chaara. Vertelt dat zijn vroegere leidingevende, de Heer Vlietman geld heeft weggesluisd en goederen (skeelers)van de gemeente heeft gebruikt voor zijn eigen bedrijf.<br />Het gaat om de vroeger dienst Sport en Recreatie.(Westerpark)<br />Verder liet hij een vriend de sportkleding voor medewerkers leveren.<br />Die kleding was bovendien nagemaakt nike die voor echt werd aangekocht.Onderzoek naar deze diefstallen. En maatregelen tegen Dhr. Vlietman.
Parkeren;graven die gedolven zijn in 1957 ( zeer on zorgvuldig) en mijn bed overgrootmoder Johanna, Jacoba Borski-Van de Velden niet meer te vinden is. ( Weduwe aan de Amsterdamse beurs)<br />Het Amsterdams Archief (de heer Snel) geeft aan dat zij mij niet kunnen helpen.<br />Wat mij sterk lijkt.En ik wil dat het graf in eren word hersteld!<br />of dat zij overgeplaats word naar ons familie graf te Bloemendaal.
Parkeren;2 maanden geleden een inschrijvingsformulier ingediend bij fietsparkeren Leidseplein. Volgens de website zouden we een acceptgiro ontvangen, maar we krijgen niets. Ook niet na herhaaldelijk gevraagd te hebben bij de fietsenstalling. Mijn dochter gaat daar naar school en hebben een plekje hard nodig. Hoe kunnen we dit vlot trekken?We willen graag betalen voor een jaarabonnement en de fiets stallen.
Parkeren;Noorderparkbad:<br />Kleedhokjes met EEN deur, met schoenen in en uit: erg vuil<br />Kledingkastje erg klein en bediening voor brildragers: onleesbaar<br />straal van douche koppen veel te zwak en dus bijna langs de wand<br />banen zwemmen tussen de lijnen veel te krap, passeren erg lastig<br />Gaarne uw aandacht voor deze belangrijke punten voor zwemmers<br />Antwoord geven op de geconstateerde 'gebreken'
Basisinformatie;van 28-3 tot en met 30-3-2015 zijn wij in Amsterdam geweest waaronder een bezoek aan de Late Rembrandt.<br />Amsterdam is een prettige stad om te verblijven en wij komen daar ook graag en regelmatig.<br />Echter bij aankomst bij het West Cort Art Hotel aan de Spaarnedammerweg 302 hadden wij een onplezierig ervaring. Omdat een taxi net bij het hotel vertrok moesten wij naar de zijkant zodat wij elkaar uitstekend konden passeren. Maar door het uitsteken van een trottoirkolk ruim buiten de trottoirbanden kregen wij een forse scheur in onze rechter voorband.<br />Gezien de situatie en het achterstallig onderhoud steekt de put buiten proportioneel naar voren.<br />Voor de schade stellen wij u dan ook aansprakelijk.<br />Ik vervang de banden vaak per 2 en heb dat in dit geval ook gedaan. Ik verzoek u dan ook om de helft van de rekening in dit geval van 1 band te vergoeden.<br />De foto's en de rekening heb ik bijgevoegd.Het achterstallig onderhoud verhelpen door het opnieuw stellen van de trottoirbanden en het vergoeden van de geleden schade van € 115,28.<br />Rekeningnr: NL09RABO0316004545
Openbare Ruimte;Bij deze dien ik een klacht in over het onderhoud van de molen de Otter, gelegen aan de Gillis van Ledenbercherstraat. Deze molen, een prachtige molen, en Rijksmonument bovendien, staat al jaren te verrotten, en ik zie met leden ogen aan hoe deze door weer en wind vernietigd wordt. Het is een molen uit de 17e eeuw, de laatste zaagmolen van Amsterdam. Het staat op een prachtige plek, en dagelijks rijden er honderden, zo niet een paar duizend fietsers langs. Het is historie en een genot om naar te kijken. Maar ook pijnlijk, aangezien de molen al jaren bedekt is met oranje zeil - inmiddels aan het rafelen en stukgescheurd (het lijkt me waarschijnlijk dat het hout eronder inmiddels is gaan rotten). Daarnaast staan de bijgebouwen op instorten, en staat er een lelijk hek rondom. Al jaren gebeurt er niks mee, en dat is eeuwig zonde. <br /><br />Ik zou graag willen dat de gemeente actie onderneemt om deze molen van de ondergang te redden, en te herstellen in historische staat.Een verordening opstellen om dit stuk historisch erfgoed te beschermen <wbr />/ handhaven. Ik wil verder dat de gemeente - indien nodig - geld beschikbaar stelt voor de restauratie.
Openbare Ruimte;Walschip-Melding: Benhmidouch 06 52898847. <br /><br />Melder is dakloos, had wel een bedrijfspand maar dat is nu door de KvK uitgeschreven. Melder weet zich geen raad met situatie.<br />Graag contact opnemen met melder.
Belasting, Werk en Inkomen;Hierbij wil ik graag mijn klacht doorgeven, omdat het bijna mijn leven had gekost. <br /><br />Omstreeks 14:30 tussen 15:00 op 3-3 2015 j.l. was ik vlakbij de IJtunnel aan het rijden aan de linker strook. Op een gegeven moment krijg ik een grote stuk steen op mijn linker ruit. In het begin dacht ik dat ik lekke band had. Maar toen begon mijn auto te piepen. Ik zag dat mijn auto hele linker kant weg was. <br /><br />Het was een vracht wagen die bovenkant helemaal open was en niet veilig op de weg. Ik raakte helemaal in paniek anders had ik of kenteken kunnen noteren of een foto kunnen maken. <br /><br />Bovendien heeft dit schade heeft mij wel hoge bedraag gekost. <br /><br />Sinds dien heb ik ontzettend rij angst. Ik wil graag hierover gebeld worden. Zodat zulke mensen niet als monster op de weg kunnen rijden. <br /><br />Ik ben van mening dat u overal camera`s heeft en zeker andere mensen ook hierover geklaagd hebben<br /><br />Vriendelijke groeten<br /><br />H. BagcikIk wil graag van de gemeente dat de eigenaar van deze voertuig opspoort en mijn schade laten vergoeden.
Parkeren;afwezige gemeenteraad bij jubileumreceptie DominicuskerkIk weet eerlijk gezegd niet hoe je teleurstelling kunt wegnemen. Ik weet wel dat ik het ben.
Openbare Ruimte;aanvraag urgentiecollega dhr van Houten was niet aardig en hij had opgehangen, meneer Madmar belde weer terug en werd weer doorverbonden met afdeling urgentie en kreeg meneer van Houten aan de lijn. De gaf aan hem een formulier toe te sturen. En na het gesprek gaf meneer Madmar aan dat hij een klacht ging indienen.
Belasting, Werk en Inkomen;http:<wbr />/<wbr />/www.amsterdam.nl<wbr />/sport<wbr />/sport-amsterdam<wbr />/zwemmen-amsterdam<wbr />/gemeentelijke<wbr />/noorderparkbad<wbr />/openingstijden<wbr />/Nee
Basisinformatie;De bewoners van het Oostelijk Havengebied hebben een brief ontvangen van stadsdeel Oost met betrekking tot zwemmen en recreeren in Oost. (Kenmerk Z-15-18447 UIT-15-14720). De toon in deze brief is uitermate beledigend voor bewoners. In de brief wordt gesteld dat de bewoners rekening met omwonenden moeten houden mbt het schoon achter laten van de recreatieplekken, het respecteren van de nachtrust en ongewenst gedrag. Iedere bewoner van dit gebied weet dat deze overlast niet veroorzaakt wordt door omwonenden maar door bezoekers uit andere delen van Amsterdam. Het zou het stadsdeel sieren de omwonenden te helpen met het oplossen van deze problematiek, door te helpen de rotzooi op te ruimen en de bezoekers aan te spreken op ongewenst bedrag in plaats van de nu aangenomen houding. Erg onsympathiek en totaal buiten de realiteitNee
Parkeren;Zie onderstaande reactie van Stadsdeel Zuidoost.<br /><br /><br />----Origineel Bericht---- <br />Van : no-reply.kim@amsterdam.nl <br />Datum : 29<wbr />/05<wbr />/2015 16:15 <br />Aan : henkkamp@hetnet.nl <br />Onderwerp : Uw melding treiteroverlast met registratienummer 2015-0411285 <br /><br /><br />Geachte heer<wbr />/mevrouw,<br /><br />Uw melding over treiteroverlast met registratienummer 2015-0411285 is afgehandeld.<br /><br />Wijze van oplossen: <br /><br />Met vriendelijke groet,<br /><br />Stadsdeel Zuidoost<br />41886
Parkeren;meneer probeert nu al 2 dagen afdeling debiteuren van stadsdeel noord te pakken te krijgen. Meneer heeft eerder wel iemand daar van gesproken 2 maanden geleden en zou toen zou de factuur ingetrokken worden omdat die fout is. Nu is de factuur niet ingetrokken waardoor meneer nu een dwangbevel heeft gekregen. Meneer probeert nu al 2 dagen te bellen met afdeling debiteuren in stadsdeel noord maar daar word de telefoon niet opgenomen. En doordat die niet gehoord word zit die met dit dwangbevel en word het probleem niet opgelost. Meneer vind het bizar dat die na 2 dagen bellen geen afdeling aan de telefoon krijgt.Nee
Belasting, Werk en Inkomen;waarom moet ik een boete betalen als mijn paspoort<wbr />/ rijbewijs is gestolen na een woning inbraakboeten in bijzondere gevallen afschaffen..!!! is zo hoog gewoon 2<wbr />/3 dagen eten.!!!
Openbare Ruimte;<br />Geboorteakte mio<br /><br /><br />Huwelijksakte van mijn ouders<br />IK verzoek correctie van mijn geboorteakte.<br /><br />In de record er afwezig is de naam van mijn vader.
Openbare Ruimte;Mw. is bij het Sociaal loket geweest i.v.m. de zorg voor een kankerpatient en wie ze kan benaderen van de Wijkzorg, en is daar niet naar tevredenheid geholpenmw wil geen verdere opvolging, ze gaat het zelf uitzoeken
Basisinformatie;Ik ben slecht ziend. De nummering via het digitale bord is voor mij onleesbaar.<br />Ik gedraag mij daardoor wat onhandig en wordt op bitse wijze terechtgewezen, zonder dst ik de gelegenheid krijg om uit te leggen dat ik slecht ziend ben. De toon, de bitse manier, geen enkel oogcontact  van en geen mogelijk om maar iets te zeggen tegen de betrokken medewerker werkt niet rustgevend maar uitermate frusterend. Dit vond plaats op maandag 13 april 2015. A.s maandag moet ik mijn ID-bewijs ophalen. Ik moet u zeggen dat ik er als een berg tegenop kijk.Uw personeel trainen in sociale vaardigheden en bewust maken dat een mens soms beperkingen heeft.
