Categorie;Email
Openbare Ruimte;Ik verrast van de situatie , Ik heb u toestemming dat de gecombineerde belasting in 8 termijnen van mijn rekening automatische afgeboekt worden.<br />Vandaag verrast ik van een brief door u dat de afboeking is mislukt... waarom ?  alle behandelingen die door de bank zijn met automatische incasso !!!!!?<br />Ik heb de machtiging aan u toegegeven om 8 termijnen van mijn rekening mocht afboeken ,, maar niet zelf de termijnen bedragen die u wilt van mijn rekening afboeken.. terug naar de machtiging A.u.b.<br />Dat de gecombineerde aanslag in goed orde door behandeling.
Openbare Ruimte;uw kenmerk 160899 <br />Proef inzake Mijn WOZ Stadsdeel Noord<br />De website van deze proef, vermeldt in de brief bestaat niet. Een zoektocht op uw site alsmede een zoek toch op Google levert de mededeling -server not found op. Derhalve kan deze proef niet serieus worden genomen. en kunnen hieraan geen conclusies woden verbonden.<br />Bovendien maak ik bezwaar dat er geld wordt uitgeven aan dit soort onzorgvuldig opgestelde brieven.<br />Bij het in de brief vermeldde telefoonnummer, 020 2554800 kon mij niet doorverwijzen naar de juiste website.Aan dit onderzoek kan de gemeente geen conclusies verbinden omdat de proef niet zorgvuldig is uitgevoerd.<br />Ik zou graag willen weten wat de gemeente doet ter voorkoming van dit soort geld verspillende activiteiten.
Openbare Ruimte;Hello,<br />I received my Reclamebelasting, Biljetnummer: 36000026, but no Acceptgiro number. I was waiting for a reminder with the missing Acceptgiro number, instead I got an Aanmaning for my Reclamebelasting, with an Acceptgiro number. <br />I paid now the full amount, including the fine. <br />I hope I can get reimbursed for the fine, through the missing Acceptgiro number.<br />Thank youPlease reimburse the € 7,00 Aanmaning fine.
Basisinformatie;Mijn klacht betreft de verkeerde behandeling van mijn verzoek om kwijtschelding van afvalstoffenheffing (biljetnr 35942688) en het vertrekken van verkeerde informatie door de dienst bij het vragen om telefonische inlichtingen. Ik werk naast mijn studie op oproepbasis. Als gevolg hiervan verdien ik de ene maand meer dan de andere en is mijn jaarinkomen 2014 onder het minimuminkomen. Ik heb 2 x met de dienst gebeld en daarbij is mij verteld, dat bij de beoordeling wordt gekeken naar het jaarinkomen. Beoordeling van mijn verzoek vindt echter plaats op basis van een maand waar ik veel heb kunnen werken. Op mijn laatste brief, waarin ik dit nogmaals heb aangetoond en heb aangegeven dat bij de afdoening van mijn verzoek is uitgegaan van onjuiste aannames door de dienst, heb ik een standaard-antwoord ontvangen, zonder dat inhoudelijk wordt ingegaan op mijn brief. Dit vind ik zeer teleurstellend vandaar deze klacht, temeer deze afdoening gevolgen heeft voor andere belastingen bijv waterschap.Ik wil dat mijn verzoek en de daarbij ingebrachte argumenten correct wordt beantwoord en  niet wordt afgedaan met een knippen-plakken standaard antwoord waarmee geen antwoord wordt gegeven op mijn argumenten. Daarbij ben ik nog steeds in afwachting van toezending van de regeling waarop de afwijzing is gebaseerd.
Openbare Ruimte;Geachte heer<wbr />/mevrouw, Ik heb van de Dienst Belastingen een uitnodiging ontvangen om deel te nemen aan de proef Mijn WOZ waarden. Helaas blijkt inloggen op de betreffende website niet mogelijk. De volgende melding komt in beeld: De periode om een voormelding te plaatsen is verstreken. <br />Het is daarom niet meer mogelijk om hier gebruik van te maken. <br /><br />Gemeente Amsterdam<br /><br />Kunt u onderzoeken waarom de site niet werkt (volgens de brief kan er tot en met 31 december worden deelgenomen) en de oplossing aan mij doorgeven. Vergeleken met vergelijkbare woningen bij mij in de buurt was de WOZ waarde al Eur 50.000 te hoog. Dit zou ik graag gecorrigeerd zien. Bij voorbaat dank. Met vriendelijke groet, Mark SloosMet mij contact opnemen en uiteindelijk de WOZ waarde van mijn appartement verlagen naar een marktconforme waarde (zie bovenstaande tekst).
Belasting, Werk en Inkomen;Hallo,<br /><br />Ik stuur u deze klacht, omdat ik nog geen reactie heb gehad op mijn vorige vraag, terwijl de termijn voor antwoord verstreken is.<br /><br />Ik heb al een tijd een kwijtschelding bij jullie lopen. Ik heb nu twee keer al mijn bankgegevens gestuurd, maar nu wordt gevraagd om gegevens van een ABN Rekening waar ik geen eigenaar van ben.<br />Het gaat om het volgende adres:<br />B.M. Dijkmans van Gunst<br />1073 XB Amsterdam<br /><br />Ik zou belasting moeten betalen voor het adres Mercatorplein 52 1056 CL, waar ik al ruim een jaar niet meer woon. Ik kan dus niets met de brief, terwijl er wordt gedreigd met niet kwijtschelding als ik niets stuur. <br /><br />Ik heb de aanslag samen met mijn huisgenoten voor mijn huidige adres geregeld. Het is raar dat ik ook voor mijn oude huis deze belasting zou moeten betalen, omdat ik er 1. niet meer woon en 2. Alle gegevens aan jullie heb gestuurd waaruit blijkt dat ik een minimuminkomen als student heb.<br /><br />Vervelend dat jullie hier niet op reageren. Het houdt mij bezig.<br /><br />Mvg,De aanslag op een nette manier verwerken. De gemeente moet stoppen met brieven sturen die niet aansluiten bij hetgeen ik gestuurd heb.
Openbare Ruimte;Mevrouw vindt het absurd dat de Stichting Varkens in Nood voor hun poster reclamebelasting moet betalen.Schriftelijk communiceren over waarom Amsterdam als enige stad vasthoudt aan de eis voor reclamebelasting voor deze stichting.
Belasting, Werk en Inkomen;Brief gekregen met informatie van Belastingen. Bs wou graag wat info over omdat medewerker aangaf niets te zien op het scherm.<br />Vervolgens heeft nedewerker het kenmerk niet ingevoerd dat constateerde meneer want toen meneer de medewerker daarmee conforteerde viel het gelijk stil. Meneer voelde zich niet serieus genomen door medewerker. Het gaat om dhr Schipper.
Openbare Ruimte;Geachte Heer<wbr />/ Mevrouw,<br /> <br />Met verbazing heb ik de verhoging van het parkeergeld voor de parkeervergunning gelezen.<br />In 2014 betaalde ik € 109,20 vervolgens € 136,50 ook 2014, overigens zonder enige aankondiging<br />Nu wordt het € 165,00 in 2015, dat is zo’n 50% verhoging. Het is toch niet gebruikelijk, dat een product met 50% stijgt?<br />Ik wil hier ernstig bezwaar tegen maken.<br />Ik hoop dat u dat in overweging neemt.<br /> <br />Hoogachtend<br />Maaike Driel<br />Nassaukade 318  2<br />1053LS
Openbare Ruimte;Normaal gesproken ontvingen wij de gecombineerde aanslag in februari. Van 2014 heb ik deze nog steeds niet mogen ontvangen. Het is nu 2015. Contact met de Gemeente leerde dat afgelopen december weer aanslagen zouden worden verstuurd. Ik heb echter niets mogen ontvangen. Naar mijn mening moeten deze zaken per jaar worden afgehandeld. Ten eerste omdat ikzelf zo in elkaar zit (ja wettelijk zit dit ongetwijfeld anders in elkaar), ten tweede omdat, wanneer e.e.a. structureel is bij de Gemeente, er aanzienlijke rente inkomsten worden misgelopen wat elders moet worden opgevangen. <br /><br />Afhandelen aanslagen (zowel die van mijzelf) als in brede zin. Simpele rekensom leert dat het aannemen van extra mensen ruimschoots opweegt tegen rentederving inkomsten. Is kwalijk.
Openbare Ruimte;Ik ben woonachtig op Nieuwe Prinsengracht 22-3 en op ons adres zijn de gemeenteheffingen reeds betaald. Vreemd genoeg ontving ik in december een heffing, bedoeld voor Nieuwe Prinsengracht 22-2, op mijn naam. Ik heb de gemeente hierover gebeld en zij begrepen ook niet hoe dit mogelijk was. Nu zou ik de brief retour afz. sturen met daarbij een brief waarin ik dit uitleg maar helaas is deze kwijt geraakt en ik zit niet te wachten op een aanmaning. Kunt u mij uitsluitsel geven over of ik hier nu nog actie op moet ondernemen? bvdRegelen dat ik niet voor deze kosten word aangemaand. De administratie bij de gemeente heb ik reeds gecheckt en ik sta gewoon op 22-3 ingeschreven dus de fout ligt bij de gemeente.
Basisinformatie;Het betreft de hondenbelasting: de hond van mijn moeder is ongeveer 2 maanden geleden overleden. Dit heb ik meteen doorgegeven, penning opgestuurd enz. <br /><br />Het is heel erg voor een vrouw van 80 jaar om mee te moeten maken dat er nu weer een brief over haar hondje in de bus ligt net alsof zij nog leeft.<br /><br />Ik vind dit een slechte zaak, want je doet mensen extra verdriet. Het betreft Mevr. D. vd Hengst biljetnr 36445035, aanslagnummer 105308198, penningnr 35727.<br /><br />Het is duidelijk dat de aanslag niet van toepassing is en hoop dat U dit uitzoekt en oplost. <br /><br />Mijn telnr is 0629602284. post graag naar Ellen Valk, Zandhoek 1, 1013KT Amsterdam.<br />Mijn moeder is ziek en ik wil haar deze confrontatie verder besparen,<br /><br />Hopende dat dit opgelost wordt, verblijf ik hoogachtend,<br /><br />Ellen Valk, ellen.valk@hotmail.nl<br /><br /><br /><br />In de administratie naar de opzegbrief van de hond zoeken en dit misverstand uit de weg ruimen. Pijnlijke zaak
Basisinformatie;na mijn verhuizing krijg ik een deel van mijn gecombineerde aanslag terug van 2014. Op 5 januari ontving ik een brief met het bericht dat binnen 14 dagen 54,72 (restitutie belasting) overgemaakt zal worden op rekening nummer NL35ASNB0708233228, met aanslagnummer 34924389. Dit heb ik nog niet ontvangen.Het geld overmaken
Openbare Ruimte;betaling van een factuur zuid stadsdeel Nr 86422116 op het rekeningnummer van belasting dienst van Amsterdam NL72INGB000458272.kunt u dit bedrag 216.26 € terugbetalen op onze rekeningnummer ?<br />IKKS NEDERLAND NL81ABNA0242366503
Parkeren;bezwaar wozbezwaar in behandeling nemen
Basisinformatie;Het gaat om de afvalstoffenheffing. Belller geeft aan dat de afvalstoffenheffing nu naar de verhuurder verstuurd wordt, en  de verhuurder stuurt nu aan de beller door. Bekller  is huurder bij DUO. Hierdoor kan zij geen kwijtschelding aanvragen.Wil dat kwijtschelding mogelijk moet zijn.
Openbare Ruimte;geachte heer<wbr />/mevrouw<br />op 16-01-2014 moest ik een bedrag aan jullie overmaken van 104.38 euro. Dat was voor de afvalstoffenheffing 2013,onder de de volgende gegevens : -omschrijving: 2000000034583565. Ik vind dat het bedrag te hoog is,aangezien ik vanaf 14-10-2013 op dat adres ging wonnen. graag wil ik dat jullie nog een keer naar deze zaak gaan kijken.<br /><br />alvast bedankt en ik kijk uit naar jullie reaktie.het te veel bedrag terug storten
Belasting, Werk en Inkomen;2e klacht! Burger heeft 06-01-15 via CCA een klacht ingediend inzake reclamebelasting tlv Stichting varkens in nood. Ze heeft geen terugkoppeling gekregen hierover! Melder is het niet eens met de reclamebelasting voor deze stichting. Ze verwijst naar artikel in het Parool van 09-12-2014, dat deze belasting absurd zou zijn. Ze wil graag contact<wbr />/ uitleg hierover.De belasting niet opleggen aan deze stichting EN graag contact!
Basisinformatie;Ik heb een brief van de gemeente ontvangen (Biljetnummer 36752751) met het verzoek om de afvalstoffenheffing (aanslagnummer 106529501) voor het woonadres Singel 198D te betalen, maar ik ben verhuisd en woon niet meer op dit adres.Aangezien ik niet meer op het adres woon dien ik bezwaar in tegen het betalen van de betreffende rekening.
Openbare Ruimte;mevr is het er niet mee eens dat er een loonbeslag is ingediend op haar aow gezien haar leeftijd had eerste even een brief gestuurd dat er  nog wat openstond zodat mevr het zelf kon betalen aan ons gezien de betaling van janmevr wil graag dat dit  soort streken niet meer gebeuren  voordat mevr op de hoogte wordt gesteld en dat onze aardige burgermeester het er niet mee eens  zou zijn met deze gang van zaken<br />
Parkeren;Sinds september 2014 zijn wij geen inwoners meer van de gemeente amsterdam. Desondanks kregen wij toch een aanslag voor het jaar 2015. Wij vetrouwen erop dat de gemeente Amstrdam dit oplost en de aanslag als niet verstuurd beschouwd. Het gaat om de woning aan het andreasplein 135, met als oud bewoners M. Schuyt en A.M.W. KorthoutSinds september 2014 zijn wij geen inwoners meer van de gemeente amsterdam. Desondanks kregen wij toch een aanslag voor het jaar 2015. Wij vetrouwen erop dat de gemeente Amstrdam dit oplost en de aanslag als niet verstuurd beschouwd. Het gaat om de woning aan het andreasplein 135, met als oud bewoners M. Schuyt en A.M.W. Korthout
Belasting, Werk en Inkomen;Aanslag voor 2015 wordt toch afgeschreven van onze rekening terwijl wij melding hebben gedaan van onze verhuizing. Per 29<wbr />/1<wbr />/2015 zijn wij verhuisd naar Assendelft. Het eerste termijn is 27<wbr />/2 geincasseerd.<br /><br />Graag willen we dat dit wordt opgelost.De incasso stoppen en het bedrag terug storten op de rekening na eventuele correctie over de periode van 1-1 tm 29<wbr />/1.
Openbare Ruimte;1. In augustus 2014 heb ik samen met mijn broer, Henri de Sauvage Nolting, een brief gestuurd waarin wij, als eigenaren van Saxen Weimarlaan 16, 1075 CB, te Amsterdam, gezamelijk een verzoek indienen om mij als WOZ eigenaar voor het gehele pand bij uw dienst te registeren. Begin februari heeft u telefonisch bevestigd dat deze brief is ontvangen. Echter deze aanvraag is niet correct doorgevoerd. Kennelijk sta ik enkel bij u geregistreerd als WOZ eigenaar voor BG. Zodoende stuur ik u de brief nogmaals op zodat u dit in ieder geval voor 2016 kunt aanpassen. 2. Tevens heb ik per 1 januari mijn woonadres gewijzigd naar onderstaand adres in de Verenigde Staten. Begin februari heb ik nog met uw dienst hierover gebeld en telefonisch heeft men bevestigd dat dit is doorgevoerd. Zodoende zou ik de WOZ aanslag op mijn huidige woonadres ontvangen. Desalniettemin heb ik toch de WOZ aanslag (enkel voor BG) op mijn oude woonadres ontvangen.Graag een aanpassing in uw systeem wat betreft beide genoemde punten. Graag een schriftelijke bevestiging naar mij. Bij voorbaat dank.
Openbare Ruimte;Bitte keine Informationen an die Adresse: Bernhard.Wendel@Stadtwerke-Bliestal.de senden.
Parkeren;Uw aanslag zou moeten bestaan uit 3 onderdelen (of appartementen) er mist 1 appartement (JD Meijerplein 15-2). Graag wil ik per omgaande ook voor dit appartement een aanslag zodat ik voor de gehele aanslag bezwaar kan maken.  (scheelt u en mij en eventueel ook de rechter tijd, 1 vs 2 bezwaarschriften)<br />Voor mij persoonlijk: per omgaande een aanslag versturen. Gezien de historie (als meerdere keren een incorrecte aanslag)zou ik ook graag zien dat u het proces verbeterd. <br />
Basisinformatie;Vorig jaar is er ten onrechte bij mijn gecombineerde aanslag gebaseerd op meerpersoonshuishouden, terwijl ik al jaren een eenpersoon huishouden voer.Het bedrag wat teveel is geind, terug geven.
Openbare Ruimte;Zeer onbeschoft geholpen aan de telefoon door iemand na het bellen van de belastinglijn, telefoonnummer 020-255 42 00. Ze was zeer ongeduldig en daardoor wilde ze niet luisteren. Ze verweet mij dat ik niet naar haar luisterde. Daardoor heeft telefoongesprek veel langer geduurd en veel meer frustratie opgeleverd. <br /><br />Ze vulde zelf in dat het een wanbetaler was, eigen interpretatie<wbr />/vooroordeel. Terwijl wij alleen maar meer informatie over een bedragverhoging wilden weten. <br /><br />Dat ze volgende keer rustiger helpt en beter naar het probleem luistert. Ze wilde nu meteen aangeven dat ik ongelijk had. Viel mij in de rede.
