Categorie;Inhoud 1;Inhoud 3
Jeugd en Zorg;Mijn klacht is dat tijdens de intocht van Sinterklaas in Amsterdam er geen Zwarte Pieten aanwezig zullen zijn door een regel van uw persoon. Wat is een traditioneel volksfeest zoals Sinterklaas zonder Zwarte Pieten? En het argument om verschillend gekleurde Pieten onze Goedheiligman te laten begeleiden en onze kinderen van cadeaus te voorzien is omdat <10% zich gediscrimineerd voelt bij het aanzien van Zwarte Pieten tijdens de decembermaand. Waar is de stem van de andere >90% gebleven?;Dat ze ook gaat luisteren naar de overige >90% die het Sinterklaasfeest traditioneel zouden willen blijven vieren. Dus met Zwarte Pieten!
Jeugd en Zorg;Zwarte Piet:<br />http:<wbr />/<wbr />/nl.wikipedia.org<wbr />/wiki<wbr />/Zwarte<wbr />_Piet;Zwarte piet zwart laten en iedere burger zijn<wbr />/haar tradities laten vieren, mocht men zich hier aan storen nogmaals deze persoon een re-integratie cursus laten volgen!
Jeugd en Zorg;Tegen verandering van zwartepiet maar maar 6 weken van het jaar in ons land is;Zwarte piet laten zoals die is en zich bezig houd met belangrijkere zaken als dit onnozzel gedoe dat het plezier van kinderen in de weg staat .
Jeugd en Zorg;Mijn klacht is kort en bondig. Blijf met je handen van zwarte piet af en laat dit kinderfeest zoals het altijd al geweest is.;Serieus nemen wat de rest van Nederland wil, namelijk zwarte piet laten zoals hij was <wbr />/ is.
Jeugd en Zorg;Ik vind t schandalig dat de gemeente Amsterdam of meer de burgemeester van Amsterdam een oer oud traditioneel kinder feest in zijnogen discimineerend over komt naar anderen mensen hier in Nederland die zicht ook Nederlanders noemen<br />Maar als je een klein beetje geinteresseerd ben in t land waar je t duizend maal zo goed heb als waar je van Daan komt dan weet je van de tradities af en waar ze voor staan en weet je wat nou t achterbakse is van die mensen dat hun kinderen voor aan de haven staan te roepen voor zwarte piet ik vind t belachelijk!!!!!dat mr van der laan t in ze hoofd haalt om een traditie in ze 1tje aftebereken!!!!!dit is t begin van heel Nederland;De naam zegt t al zwartepiet is zwart en. Niet zwart wit tis geen zebra
Jeugd en Zorg;Door dat de  Amsterdamse gemeente heeft beslist om het grootste deel van de mensen te teleurstellen, om een kleine groep mensen te vreden te houden, om zwarte piet aan te passen.Heeft de Amsterdamse gemeente zich van een hele zwake kant laten zien een stad onwaardig.90 % van de bevolking is het hier mee eens.een schande om zoveel mensen te passeren.;
Jeugd en Zorg;Zwarte piet moet zwart blijven. <br />Dit is een democratisch land zoals ik heb begrepen. <br />90% van de Nederlanders wil zwarte piet zwart hebben. <br />Dus gemeente Amsterdam 'waar zijn jullie in hemelsnaaam mee bezig?';Zorgen dat de gemeente Amsterdam weer democratisch wor<br />Dus dat zwarte piet gewoon zwart blijft.
Jeugd en Zorg;Is democratie dat 90 % moet wijken voor die enkeling die geen zwarte Piet wil? Wat een slappe en laffe houding!;Gewoon de Nederlandse traditie in stand houden
Jeugd en Zorg;Het vernielen van een honderden jaren oud kinderfeestje;Het laten zoals het was en hoort.
Jeugd en Zorg;Ik wil dat de gemeente stopt met het luisteren naar een kleine minderheid van de bevolking die het sinterklaasfeest voor kinderen wil verzieken en er nog geld in de vorm van subsidie voor krijgt ook;Kappen met die onzin en die minderheid gaat negeren
Jeugd en Zorg;Schandalig dat de gemeente Amsterdam toegeeft aan een handje vol klagers Sinterklaas heeft een aantal mensen bevrijd van de slavernij. Als dank zijn ze gaan werken voor de sint. Heeft niets met roet te maken. Draai uw maatregelen aub. terug. U doet HEEL Nederland er een plezier mee;De belachelijke beslissing omtrent zwarte Piet terug draaien.
Jeugd en Zorg;zwarte piet dient zwarte piet te blijven. Wij zijn een democratie en luister naar de meerderheid en niet naar een kleine groep schreeuwlelijken;zwarte piet zwart laten blijven. laat een onschuldige traditie niet verloren gaan
Jeugd en Zorg;Onvoorstelbaar dat de gemeente Amsterdam zwicht voor het gedram van een zeer kleine minderheid. De meerderheid van Nederland wil geen gemorrel aan onze eeuwenoude zwarte Piet traditie!<br />Wij vinden als oud-Amsterdammers dit niet-democratische beleid een aanfluiting.;
Jeugd en Zorg;Dat zwarte piet aangepast wordt naar pieten met alleen roetvegen;Zwarte piet zwarte piet laten zijn
Jeugd en Zorg;ZWARTE PIET MOET BLIJVEN!! IS ONZE TRADITIE!!!!;
Jeugd en Zorg;De gemeente Amsterdam verkracht de mooie traditie van het kinderfeest van Sinterklaas en Zwarte Piet;De gemeente Amsterdam moet het uiterlijk van Zwarte Piet laten zoals die was
Jeugd en Zorg;geen roetvegen voor zwarte Piet de gewone zwarte Piet terug.;Stoppen met angsthaas te spelen luisteren naar de grote meerderheid. Zwarte Piet gewoon zoals hij altijd is. Denk aan de kleine kinderen.
Jeugd en Zorg;Men die in Nederland komt wonen heeft zich te houden aan ONZE normen en waarden. Kom je in Nederland wonen dan kies je ook voor onze tradities. Als je hier komt om dit van ons af te nemen of om dit te veranderen omdat het je niet aanstaat,  ga dan alsjeblieft weg. GA!!! Wat doe je hier?????!!!! Nederland is veel te tolerant naar andere culturen ten kosten van de Nederlandse cultuur. Zijn ze in andere landen net zo tolerant? De Nederlandse regering wilt te graag door iedereen geliefd zijn... Ten kosten van het eigen volk die op #1 zou moeten staan!!!;Ja! Opkomen voor het Nederlandse volk en haar tradities!! Zoals ze bijv.  in Belgie doen!! Het is gewoon belachelijk hoe zwak de regering hier is en niet eens op komt voor haar eigen volk!!!
Jeugd en Zorg;zwarte Pieten beleid een Pieterman is ZWART van het roet en niet WIT.;ZWARTE PIET in ere laten zoals de Christenen en Moren feesten, hoor je die geluiden ook niet.
Jeugd en Zorg;zwarte piet  moet zwarte piet  blijven;dat  zwarte  piet de knecht van st  klaas  blijft
Jeugd en Zorg;Geachte heer <wbr />/ mevrouw, Hierbij wil ik een klacht indienen TEGEN de verandering van het uiterlijk van Zwarte Piet. Deze prachtige NEDERLANDSE TRADITIE moet in ere worden gehouden. Wij zijn een democratisch land, dus hoort er naar de meerderheid geluisterd te worden. Waarom dat dit niet gebeurd, is voor mij een heel groot vraagteken. Hoe geloofwaardig zijn de leiders van Nederland, als ze niet eens naar hun eigen volk luisteren..?! Nederlanders respecteren ieders traditie in dit land, en andersom hoort dit al helemaal zo te zijn. Zwarte Piet is Zwarte Piet, een traditie van het Nederlandse volk dat op geen enkele wijze te maken heeft met discriminatie!! Onze hoofdstad Amsterdam zou hierin een voorbeeld moeten zijn! <br />;Het traditionele uiterlijk van Zwarte Piet behouden.
Jeugd en Zorg;Klant Michael Asuss, is onredelijk te woord gestaan. Klant heeft PTST. Medewerker had daar geen begrip voor. Klant belde voor urgentie. Klant is te kennen gegeven dat alleen maatschappelijk werker mag bellen met de afdeling.;Vraagt om meer geduld en om niet direct te oordelen. Meneer is bij GGD, aan medicatie.
Jeugd en Zorg;Ik zou graag een klacht willen indienen omdat het belachelijk zou zijn als onze traditie van sinterklaasfeest in gevaar zou komen. Graag zou ik zien dat de traditionele zwarte piet bij de intocht is;Zwarte piet toestaan tijdens de intocht en de weken erna
Jeugd en Zorg;Op 28 januari heb ik een verzoek bij de WMO ingediend voor aanvullend vervoer en een verhuisvergoeding, omdat ik graag beneden wil wonen ivm 3 trappen. De pas voor het vervoer zou mij toegestuurd worden, samen met een brief voor onderzoek naar mijn situatie. <br />Tot op heden heb ik niets gehoord, daarom heb ik vandaag gebeld en gevraagd hoe het ermee stond. Wat blijkt: men is vergeten het in te dienen bij de mo-zaak. Er werden excuses aangeboden, Maar het ergste is, dat ik nu een woning aangeboden heb gekregen en als mijn papieren in orde zijn (waar ik vanuit ga) ik kan verhuizen. Nu wordt mi gemeld dat ik de oude woning niet kan opzeggen, totdat het onderzoek afgerond is. Anders vervalt de verhuisvergoeding. Terwijl mij op 28 januari gezegd werd dat ik op tijd was.<br />Ik verzoek u daarom dringend enige spoed achter het onderzoek te stellen.<br />Bij voorbaat dank;
Jeugd en Zorg;Klacht over Connexxion: dame stond te wachten, op afgesproken plek op afgesproken tijd, maar Connexxion kwam niet;Mevrouw wil dat dit onderzocht wordt want ze heeft getuigen en ze is voelt zich niet serieus genomen. Ze heeft een taxi besteld en wil in elk geval haar geld terug.
Jeugd en Zorg;Ik heb een klacht over de wachttijd van de uitslag van de matching van de Middelbare school. Van 16 Maart tot <br />27 Maart heb je de tijd de lijst van scholen in te leveren.<br />En begin Juni krijg je dan een brief. naar welke school je gaat. Ik vind (en veel meer kinderen vinden dat) dat dat te lang duurt. Het is toch heel vervelend om 3 maanden zenuwachtig te moeten zijn over iets heel belangrijks. En het wordt door een computer gemachted. Ik weet zeker dat die er geen 3 maanden over doet om te matchen. Waarom moet de uitslag dan zo laat komen?;Ik hoop dat de uitslag van de schoolmatching vroeger komt. Een computer doet toch geen 3 maanden over matchen.
Jeugd en Zorg;Mevr moet van CIZ contact opnemen met MO-Zaak aan de Kabelweg, zij wil spreken met mevrouw JE Meijer. Maar als zij het Mo Zaak nummer 088-1011700 belt, dan komt er een keuzemenu met de vraag 'belt u voor amsterdam? kiest u dan optie nummer... dan komt mevrouw weer uit bij wmo helpdesk terwijl zij een interne medewerkster binnen MO-Zaak wil spreken. Een cirkeltje dat rond is.;
Jeugd en Zorg;Het gaat over de Connexxion<wbr />/ aov.<br />Ze zijn continu niet op tijd. Ik heb al bij connexxion geklaagd. Het gaat dan een tijd goed, maar na 3 a 4 x zijn ze dan toch weer te laat.<br />Als  ik een taxi bestel dan vraag ik of er vertraging is. Ze zeggen dan van niet, maar de taxi toch vaak te laat.<br />Tot 3 x was de taxi meer dan een uur te laat en ik heb al 8x de zwemles van mijn  hierdoor moeten afzeggen en ook al 2x voetbal.;Dat de gemeente de connexxxion aanspreekt op hun planning.<br />Deze is vaak erg slecht.
Jeugd en Zorg;Ik heb ernstige klachten over de wijze waarop de firma Beenhakker omgaat met de afhandeling van een reeds goedgekeurde aanvraag voor een rolstoel door de WMO.<br />Ik ben ergotherapeut en heb nu een aantal ervaringen dat het proces veel te lang duurt m.n. omdat zij inefficiente passingen doen, het erg lang duurt voor het middel besteld wordt als het afwijkt van het eenvoudige rolstoeltje waar ze iedere passing mee aan komen zetten ook al is er in hun papieren te zien dat er een zwaardere categorie rolstoel goedgekeurd was. En als de bestelling binnen is duurt het nog erg lang voordat het middel afgeleverd wordt. Je moet er boven op blijven zitten en steeds weer opnieuw bellen. Ik heb hier een aantal voorbeelden met bewijs van. Klachten bij de firma zelf worden slecht of absurd afgehandeld;De gemeente doet verwijst aanvragers door naar de firma Beenhakker. Ik denk dat deze firma niet geschikt is om het vervolgtraject adequaat af te handelen.
Jeugd en Zorg;Ik heb een PGB indicatie en vanaf januari 2015 SVB moet mijn zorgverleners uitbetalen, ik heb begin februari alle benodigd documenten opgestuurd naar SVB maar nog steeds wordt mijn zorg overeenkomst niet behandeld waardoor mijn zorg verleners mand januari en februari en maart niet uitbetaald zijn;Ik wil dat de gemeente of WMO afdeling contact op neemt met SVB zodat mijn zorg verlener uit betaald kan worden, anders leggen zij het werk neer
Jeugd en Zorg;Mw wil voor haar schoonvader wmo zaken regelen. Mw is dinsdag 17<wbr />/3 bij loket Nieuwe west burgerzaken langsgeweest voor verhuizing van hem. De instantie waar hij nu woont had dit zal al doorgegeven en volgens medewerker nieuwwest zou meneer vanaf afgelopen donderdag 9<wbr />/3 ingeschreven moeten staan. Mw kreeg nu van Wmo te horen dat hij nog niet bekend is op nieuwe adres en mw wil weten waar het mis gaat. Ik (14020) kan geen telefonische info geven en verwijs mw door naar loket, waar mw het oneens mee is.;Mw wil zo snel mogelijk telefonische geholpen worden zodat er voor hem wmozaken geregeld kunnen worden.
Jeugd en Zorg;Ik reed op de eerste oprit naar Amsterdam noord vanaf de ij tunnel. Dat is een vrij scherpe haarspeldbocht. Aan het einde van de oprit stonden de stoplichten op rood. Vanzelfsprekend reed ik dus op gepast tempo, zo'n 30 tot 40 km<wbr />/u, en vaart minderend op het rode stoplicht af. Ik moest immers stoppen. <br /><br />Dat was klaarblijkelijk niet snel genoeg volgens de chauffeur achter mij. Een chauffeur van een busje van gemeente vervoer amsterdam. Hij vond het nodig om te toeteren en rechts langs mij te scheuren zodra de weg tweebaans werd. Uiteindelijk stonden we samen vooraan te wachten op het rode stoplicht. Hij vond het nodig mij en mijn vriendin intimiderend aan te kijken terwijl we aan het wachten waren. De intimiderende blikken gingen gepaard met geergerde handgebaren. Toen het groen werd scheurde hij met zo'n 60 tot 70 km<wbr />/uur op het volgende stoplicht af. <br /><br />Het lijkt mij dat dit gedrag van chauffeurs van de gemeente Amsterdam niet wenselijk is.;De chauffeur aanspreken op zijn schofterige gedrag. Mijns inziens zouden jullie chauffeurs moeten fungeren als positieve voorbeelden op de weg. Dit was het overduidelijk het tegenovergestelde.
Jeugd en Zorg;Betreft levering scootmobiel woonomgeving d.d. 6.11.2014 Cl. heeft in zijn woonomgevig diverse hellingen hij kan met deze voorziening de hellingen niet op en af komen.Bij het gesprek met de MO zaak heeft hij dit duidelijk aangegeven.;Cl. wil graag een aanpassing zodat de scootmobiel  meer vermogen krijgt. Hij begrijpt niet waarom hij deze voorziening heeft gekregen.
Jeugd en Zorg;Hoe blijf je als gescheiden vader op de hoogte van de ontwikkelingen van het kind. Kan alle informatie betreffende het kind, ook naar het adres van vader worden gestuurd, in plaats van alleen naar moeder.;Mij net als moeder informeren.
Jeugd en Zorg;Vorig jaar (of langer) hadden we op ons pleintje een paar speeltoestel o.a. een basketbalpaal die is vorig jaar weg gehaald i.v.m. renovatie van Tuil uilenspiegelschool. Veel kinderen in de buurt speelden ermee. En ook mijn zoon. Mijn zoon vindt het heel erg dat de basketbalpaal weg is gehaald. Want hij vindt basketballen heel erg leuk. Ik merk dat hij nu vaker thuis ziet achter de computer. Ik wil graag dat de basketbalpaal tijdelijk ergens anders op het pleintje komt te staan. We hebben genoeg plek op het plein. Ik wil dat de kinderen van de buurt weer kunnen basketballen. Ik heb paar keer een melding hiervan gedaan. Maar ik vind dat ik niet goed geholpen ben. Mijn vraag is kan de basketbalpaal ergens anders verplaats worden?;Schriftelijk
Jeugd en Zorg;Mijn inkomen ligt op het minimum waardoor ik recht heb op een stadspas. Nu moet ik elk jaar een stadspas aanvragen. Dit betekent dat ik elk jaar de eerste maanden wacht op een beslissing en hierdoor twee schoolvakantie zonder zit. Dit betekent dat ik elk jaar maar 5 a 6 maanden gebruik kan maken van deze voorziening.;Telefonisch
Jeugd en Zorg;Al vanaf november 2014 (kan iets eerder of later zijn geweest) hebben wij problemen met connexxion leerlingenvervoer. Onze vaste chauffeur ging studeren en hierdoor was er geen vaste chauffeur meer. Hierdoor is mijn zoon al meerdere keren niet opgehaald, te laat opgehaald (heb nog 2 kinderen die ik naar school moet brengen), rijden er chauffeurs veel te hard door de straten (onveilig), helpen de kinderen niet mee in- en uitstappen en blaffen ouders af. Ik dien zo ongeveer wekelijks telefonisch een klacht in en daar wordt weinig mee gedaan. Als u zou bellen met de directrice van de van Detschool, Merel Eekman, kan zij u vast en zeker nog wel meer vertellen daar er ongetwijfeld meerdere ouders klagen over dit vervoersbedrijf.;Nee
Jeugd en Zorg;Nee indicatie voorschool door ouder en kindcentrum voor mijn zoontje.;Nee
Jeugd en Zorg;Klant krijgt geen compensatie eigen bijdrage CAK voor hulp bij huishouden. Bedrag is € 26,-- per maand;Nee
Jeugd en Zorg;moeder verzorgt haar gehandicapte zoon, waarvoor zij pgb ontvangt. Dit is haar inkomen. Alle papieren zijn door svb goedgekeurd, maar mw. wacht al sinds januari op geld. ze kan huur, energie en zorgverz. niet meer betalen.;Nee
